time,volume_reported_spot_usd_1d
2023-07-27,0
2023-07-28,0
2023-07-29,0
2023-07-30,8.998936231428
2023-07-31,0.0382336485992202
2023-08-01,0
2023-08-02,0.025234532609632
2023-08-03,2.18338231702659
2023-08-04,0
2023-08-05,0
2023-08-06,12.8364130407393
2023-08-07,1.44253408313309
2023-08-08,0.128510901584
2023-08-09,0.038762937039
2023-08-10,0
2023-08-11,0
2023-08-12,0
2023-08-13,0
2023-08-14,213.7601129211
2023-08-15,0.158297870456
2023-08-16,0
2023-08-17,0
2023-08-18,0
2023-08-19,0.130724011271864
2023-08-20,0
2023-08-21,0.00180077649
2023-08-22,0.004302257259
2023-08-23,0.003551602296
2023-08-24,0.045652245714705
2023-08-25,0
2023-08-26,0
2023-08-27,0
2023-08-28,0
2023-08-29,0
2023-08-30,0
2023-08-31,0.00206379771738797
2023-09-01,0
2023-09-02,0
2023-09-03,0
2023-09-04,0
2023-09-05,0
2023-09-06,0
2023-09-07,0
2023-09-08,0.003507237252
2023-09-09,0.0602844180702859
2023-09-10,0
2023-09-11,0.0026414193171601
2023-09-12,0
2023-09-13,0.00336151087242012
2023-09-14,0
2023-09-15,0
2023-09-16,0
2023-09-17,0
2023-09-18,0
2023-09-19,0
2023-09-20,0
2023-09-21,0
2023-09-22,0
2023-09-23,0
2023-09-24,0
2023-09-25,0
2023-09-26,0
2023-09-27,0
2023-09-28,0
2023-09-29,0
2023-09-30,0
2023-10-01,0
2023-10-02,0
2023-10-03,0
2023-10-04,0
2023-10-05,0
2023-10-06,0
2023-10-07,0
2023-10-08,0
2023-10-09,0
2023-10-10,0
2023-10-11,0
2023-10-12,0
